Namespace(b1=0.5, b2=0.999, batch_size=64, channels=3, img_size=128, latent_dim=100, lr=0.001, n_cpu=8, n_epochs=200, sample_interval=400)
[Epoch 4/200] [Batch 9/27] [D loss: 0.543982] [G loss: 1.077671]
[Epoch 4/200] [Batch 10/27] [D loss: 0.615881] [G loss: 0.801201]
[Epoch 4/200] [Batch 11/27] [D loss: 0.485720] [G loss: 1.330895]
[Epoch 4/200] [Batch 12/27] [D loss: 0.511257] [G loss: 1.226204]
[Epoch 4/200] [Batch 13/27] [D loss: 0.565270] [G loss: 1.091861]
[Epoch 4/200] [Batch 14/27] [D loss: 0.635471] [G loss: 0.721643]
[Epoch 4/200] [Batch 15/27] [D loss: 0.658842] [G loss: 0.770522]
[Epoch 4/200] [Batch 16/27] [D loss: 0.667608] [G loss: 1.459590]
[Epoch 4/200] [Batch 17/27] [D loss: 0.735294] [G loss: 1.182172]
[Epoch 4/200] [Batch 18/27] [D loss: 0.726547] [G loss: 0.714142]
[Epoch 4/200] [Batch 19/27] [D loss: 0.657629] [G loss: 1.023519]
[Epoch 4/200] [Batch 20/27] [D loss: 0.450896] [G loss: 1.340119]
[Epoch 4/200] [Batch 21/27] [D loss: 0.392552] [G loss: 1.067366]
[Epoch 4/200] [Batch 22/27] [D loss: 0.359814] [G loss: 0.893429]
[Epoch 4/200] [Batch 23/27] [D loss: 0.309593] [G loss: 1.215824]
[Epoch 4/200] [Batch 24/27] [D loss: 0.374051] [G loss: 0.858459]
[Epoch 4/200] [Batch 25/27] [D loss: 0.414407] [G loss: 1.311979]
[Epoch 4/200] [Batch 26/27] [D loss: 0.425654] [G loss: 2.772624]
[Epoch 5/200] [Batch 0/27] [D loss: 0.345121] [G loss: 1.418967]
[Epoch 5/200] [Batch 1/27] [D loss: 0.557685] [G loss: 1.773392]
[Epoch 5/200] [Batch 2/27] [D loss: 0.694682] [G loss: 0.732008]
[Epoch 5/200] [Batch 3/27] [D loss: 1.058709] [G loss: 3.046088]
[Epoch 5/200] [Batch 4/27] [D loss: 0.597126] [G loss: 0.878963]
[Epoch 5/200] [Batch 5/27] [D loss: 0.642972] [G loss: 0.672319]
[Epoch 5/200] [Batch 6/27] [D loss: 0.390670] [G loss: 1.714983]
[Epoch 5/200] [Batch 7/27] [D loss: 0.620482] [G loss: 1.952902]
[Epoch 5/200] [Batch 8/27] [D loss: 0.588722] [G loss: 1.186090]
[Epoch 5/200] [Batch 9/27] [D loss: 0.389968] [G loss: 1.695761]
[Epoch 5/200] [Batch 10/27] [D loss: 0.486165] [G loss: 1.440663]
[Epoch 5/200] [Batch 11/27] [D loss: 0.664627] [G loss: 1.472440]
[Epoch 5/200] [Batch 12/27] [D loss: 0.502327] [G loss: 1.085855]
[Epoch 5/200] [Batch 13/27] [D loss: 0.521287] [G loss: 0.654241]
[Epoch 5/200] [Batch 14/27] [D loss: 0.890513] [G loss: 0.614839]
[Epoch 5/200] [Batch 15/27] [D loss: 0.435928] [G loss: 0.809892]
[Epoch 5/200] [Batch 16/27] [D loss: 0.401869] [G loss: 0.945161]
[Epoch 5/200] [Batch 17/27] [D loss: 0.263090] [G loss: 1.576216]
[Epoch 5/200] [Batch 18/27] [D loss: 0.181422] [G loss: 3.505846]
[Epoch 5/200] [Batch 19/27] [D loss: 0.108466] [G loss: 2.269765]
[Epoch 5/200] [Batch 20/27] [D loss: 0.079418] [G loss: 2.567357]
[Epoch 5/200] [Batch 21/27] [D loss: 0.082012] [G loss: 2.442596]
[Epoch 5/200] [Batch 22/27] [D loss: 0.587635] [G loss: 0.690963]
[Epoch 5/200] [Batch 23/27] [D loss: 0.601223] [G loss: 1.770480]
[Epoch 5/200] [Batch 24/27] [D loss: 1.241759] [G loss: 0.317034]
[Epoch 5/200] [Batch 25/27] [D loss: 1.595491] [G loss: 2.706234]
[Epoch 5/200] [Batch 26/27] [D loss: 1.104731] [G loss: 2.013959]
[Epoch 6/200] [Batch 0/27] [D loss: 0.634693] [G loss: 1.496527]
[Epoch 6/200] [Batch 1/27] [D loss: 0.518700] [G loss: 1.206573]
[Epoch 6/200] [Batch 2/27] [D loss: 0.453857] [G loss: 2.527125]
[Epoch 6/200] [Batch 3/27] [D loss: 0.481324] [G loss: 1.357963]
[Epoch 6/200] [Batch 4/27] [D loss: 0.616195] [G loss: 1.292463]
[Epoch 6/200] [Batch 5/27] [D loss: 0.651187] [G loss: 1.592413]
[Epoch 6/200] [Batch 6/27] [D loss: 0.783647] [G loss: 0.814808]
[Epoch 6/200] [Batch 7/27] [D loss: 0.833317] [G loss: 1.254588]
[Epoch 6/200] [Batch 8/27] [D loss: 0.699594] [G loss: 0.614805]
[Epoch 6/200] [Batch 9/27] [D loss: 0.674109] [G loss: 0.760789]
[Epoch 6/200] [Batch 10/27] [D loss: 0.506180] [G loss: 1.223458]
[Epoch 6/200] [Batch 11/27] [D loss: 0.598808] [G loss: 1.051298]
[Epoch 6/200] [Batch 12/27] [D loss: 0.833644] [G loss: 0.502921]
[Epoch 6/200] [Batch 13/27] [D loss: 0.903220] [G loss: 1.299860]
[Epoch 6/200] [Batch 14/27] [D loss: 0.882623] [G loss: 0.954147]
[Epoch 6/200] [Batch 15/27] [D loss: 0.740486] [G loss: 0.541507]
[Epoch 6/200] [Batch 16/27] [D loss: 0.769485] [G loss: 1.344237]
[Epoch 6/200] [Batch 17/27] [D loss: 0.737886] [G loss: 0.876084]
[Epoch 6/200] [Batch 18/27] [D loss: 0.716081] [G loss: 0.788538]
[Epoch 6/200] [Batch 19/27] [D loss: 0.737338] [G loss: 1.536337]
[Epoch 6/200] [Batch 20/27] [D loss: 0.637833] [G loss: 1.059239]
[Epoch 6/200] [Batch 21/27] [D loss: 0.723236] [G loss: 0.732629]
[Epoch 6/200] [Batch 22/27] [D loss: 0.776097] [G loss: 1.283339]
[Epoch 6/200] [Batch 23/27] [D loss: 0.501293] [G loss: 1.101901]
[Epoch 6/200] [Batch 24/27] [D loss: 0.563602] [G loss: 1.043743]
[Epoch 6/200] [Batch 25/27] [D loss: 0.707155] [G loss: 0.973790]
[Epoch 6/200] [Batch 26/27] [D loss: 0.505439] [G loss: 0.775435]
[Epoch 7/200] [Batch 0/27] [D loss: 0.578468] [G loss: 0.876257]
[Epoch 7/200] [Batch 1/27] [D loss: 0.547919] [G loss: 1.428137]
[Epoch 7/200] [Batch 2/27] [D loss: 0.528888] [G loss: 1.397055]
[Epoch 7/200] [Batch 3/27] [D loss: 0.652202] [G loss: 1.033833]
[Epoch 7/200] [Batch 4/27] [D loss: 0.642165] [G loss: 1.323406]
[Epoch 7/200] [Batch 5/27] [D loss: 0.742329] [G loss: 0.720165]
[Epoch 7/200] [Batch 6/27] [D loss: 0.613173] [G loss: 1.321964]
[Epoch 7/200] [Batch 7/27] [D loss: 0.664724] [G loss: 1.292209]
[Epoch 7/200] [Batch 8/27] [D loss: 0.614901] [G loss: 0.749002]
[Epoch 7/200] [Batch 9/27] [D loss: 0.607942] [G loss: 0.826474]
[Epoch 7/200] [Batch 10/27] [D loss: 0.625859] [G loss: 1.311473]
[Epoch 7/200] [Batch 11/27] [D loss: 0.608264] [G loss: 0.979169]
[Epoch 7/200] [Batch 12/27] [D loss: 0.738968] [G loss: 0.705875]
[Epoch 7/200] [Batch 13/27] [D loss: 0.640658] [G loss: 0.825695]
[Epoch 7/200] [Batch 14/27] [D loss: 0.673761] [G loss: 0.917231]
[Epoch 7/200] [Batch 15/27] [D loss: 0.677737] [G loss: 0.731145]
[Epoch 7/200] [Batch 16/27] [D loss: 0.703805] [G loss: 0.687026]
[Epoch 7/200] [Batch 17/27] [D loss: 0.794005] [G loss: 0.593066]
[Epoch 7/200] [Batch 18/27] [D loss: 0.726398] [G loss: 0.635847]
[Epoch 7/200] [Batch 19/27] [D loss: 0.738003] [G loss: 0.756507]
[Epoch 7/200] [Batch 20/27] [D loss: 0.718717] [G loss: 0.727005]
[Epoch 7/200] [Batch 21/27] [D loss: 0.725985] [G loss: 0.748626]
[Epoch 7/200] [Batch 22/27] [D loss: 0.776755] [G loss: 0.839311]
[Epoch 7/200] [Batch 23/27] [D loss: 0.686147] [G loss: 0.982781]
[Epoch 7/200] [Batch 24/27] [D loss: 0.689385] [G loss: 0.817871]
[Epoch 7/200] [Batch 25/27] [D loss: 0.706616] [G loss: 0.752185]
[Epoch 7/200] [Batch 26/27] [D loss: 0.747801] [G loss: 0.676909]
[Epoch 8/200] [Batch 0/27] [D loss: 0.688406] [G loss: 0.636117]
[Epoch 8/200] [Batch 1/27] [D loss: 0.768387] [G loss: 0.613449]
[Epoch 8/200] [Batch 2/27] [D loss: 0.710090] [G loss: 0.721817]
[Epoch 8/200] [Batch 3/27] [D loss: 0.667991] [G loss: 0.774921]
[Epoch 8/200] [Batch 4/27] [D loss: 0.674364] [G loss: 0.757216]
[Epoch 8/200] [Batch 5/27] [D loss: 0.685245] [G loss: 0.770454]
[Epoch 8/200] [Batch 6/27] [D loss: 0.681909] [G loss: 0.785526]
[Epoch 8/200] [Batch 7/27] [D loss: 0.649184] [G loss: 0.798064]
[Epoch 8/200] [Batch 8/27] [D loss: 0.691723] [G loss: 0.832605]
[Epoch 8/200] [Batch 9/27] [D loss: 0.647521] [G loss: 0.716908]
[Epoch 8/200] [Batch 10/27] [D loss: 0.671056] [G loss: 0.723566]
[Epoch 8/200] [Batch 11/27] [D loss: 0.713309] [G loss: 0.652050]
[Epoch 8/200] [Batch 12/27] [D loss: 0.633733] [G loss: 0.743819]
[Epoch 8/200] [Batch 13/27] [D loss: 0.699538] [G loss: 0.686737]
[Epoch 8/200] [Batch 14/27] [D loss: 0.695994] [G loss: 0.730186]
[Epoch 8/200] [Batch 15/27] [D loss: 0.663310] [G loss: 0.726743]
[Epoch 8/200] [Batch 16/27] [D loss: 0.638421] [G loss: 0.797804]
[Epoch 8/200] [Batch 17/27] [D loss: 0.679361] [G loss: 0.725453]
[Epoch 8/200] [Batch 18/27] [D loss: 0.660971] [G loss: 0.800770]
[Epoch 8/200] [Batch 19/27] [D loss: 0.568420] [G loss: 0.836340]
[Epoch 8/200] [Batch 20/27] [D loss: 0.583820] [G loss: 0.864948]
[Epoch 8/200] [Batch 21/27] [D loss: 0.607916] [G loss: 0.780809]
[Epoch 8/200] [Batch 22/27] [D loss: 0.645813] [G loss: 0.732715]
[Epoch 8/200] [Batch 23/27] [D loss: 0.568497] [G loss: 0.791011]
[Epoch 8/200] [Batch 24/27] [D loss: 0.591507] [G loss: 0.753115]
[Epoch 8/200] [Batch 25/27] [D loss: 0.478780] [G loss: 0.823909]
[Epoch 8/200] [Batch 26/27] [D loss: 0.360963] [G loss: 0.848415]
[Epoch 9/200] [Batch 0/27] [D loss: 0.646601] [G loss: 0.456656]
[Epoch 9/200] [Batch 1/27] [D loss: 1.734005] [G loss: 0.135681]
[Epoch 9/200] [Batch 2/27] [D loss: 0.989368] [G loss: 1.036246]
[Epoch 9/200] [Batch 3/27] [D loss: 0.690006] [G loss: 2.342335]
[Epoch 9/200] [Batch 4/27] [D loss: 0.630184] [G loss: 2.625450]
[Epoch 9/200] [Batch 5/27] [D loss: 0.498355] [G loss: 2.318851]
[Epoch 9/200] [Batch 6/27] [D loss: 0.595712] [G loss: 1.595636]
[Epoch 9/200] [Batch 7/27] [D loss: 0.932794] [G loss: 0.458326]
[Epoch 9/200] [Batch 8/27] [D loss: 0.710409] [G loss: 0.557721]
[Epoch 9/200] [Batch 9/27] [D loss: 0.780770] [G loss: 0.836897]
[Epoch 9/200] [Batch 10/27] [D loss: 0.700512] [G loss: 0.846106]
[Epoch 9/200] [Batch 11/27] [D loss: 0.676370] [G loss: 1.164561]
[Epoch 9/200] [Batch 12/27] [D loss: 0.634719] [G loss: 1.084940]
[Epoch 9/200] [Batch 13/27] [D loss: 0.661031] [G loss: 1.132420]
[Epoch 9/200] [Batch 14/27] [D loss: 0.620675] [G loss: 1.371738]
[Epoch 9/200] [Batch 15/27] [D loss: 0.595541] [G loss: 0.928548]
[Epoch 9/200] [Batch 16/27] [D loss: 0.611076] [G loss: 1.298827]
[Epoch 9/200] [Batch 17/27] [D loss: 0.570355] [G loss: 0.913122]
[Epoch 9/200] [Batch 18/27] [D loss: 0.499395] [G loss: 1.363377]
[Epoch 9/200] [Batch 19/27] [D loss: 0.635503] [G loss: 1.015082]
[Epoch 9/200] [Batch 20/27] [D loss: 0.604222] [G loss: 0.767364]
[Epoch 9/200] [Batch 21/27] [D loss: 0.631963] [G loss: 0.608547]
[Epoch 9/200] [Batch 22/27] [D loss: 0.789792] [G loss: 0.577710]
[Epoch 9/200] [Batch 23/27] [D loss: 0.602808] [G loss: 0.477579]
[Epoch 9/200] [Batch 24/27] [D loss: 0.537816] [G loss: 0.571001]
[Epoch 9/200] [Batch 25/27] [D loss: 0.430394] [G loss: 0.799465]
[Epoch 9/200] [Batch 26/27] [D loss: 0.380491] [G loss: 1.026154]
[Epoch 10/200] [Batch 0/27] [D loss: 0.341046] [G loss: 1.177084]
[Epoch 10/200] [Batch 1/27] [D loss: 0.241766] [G loss: 1.437006]
[Epoch 10/200] [Batch 2/27] [D loss: 0.182631] [G loss: 1.580368]
[Epoch 10/200] [Batch 3/27] [D loss: 0.338077] [G loss: 0.941488]
[Epoch 10/200] [Batch 4/27] [D loss: 0.522642] [G loss: 0.759973]
[Epoch 10/200] [Batch 5/27] [D loss: 0.240537] [G loss: 1.809018]
[Epoch 10/200] [Batch 6/27] [D loss: 0.566147] [G loss: 0.644350]
[Epoch 10/200] [Batch 7/27] [D loss: 0.757046] [G loss: 0.856941]
[Epoch 10/200] [Batch 8/27] [D loss: 0.713254] [G loss: 1.672058]
[Epoch 10/200] [Batch 9/27] [D loss: 0.768913] [G loss: 0.901189]
[Epoch 10/200] [Batch 10/27] [D loss: 0.591218] [G loss: 0.873025]
[Epoch 10/200] [Batch 11/27] [D loss: 0.552421] [G loss: 1.461259]
[Epoch 10/200] [Batch 12/27] [D loss: 0.595531] [G loss: 1.704812]
[Epoch 10/200] [Batch 13/27] [D loss: 0.703536] [G loss: 1.348008]
[Epoch 10/200] [Batch 14/27] [D loss: 0.542620] [G loss: 0.985170]
[Epoch 10/200] [Batch 15/27] [D loss: 0.552360] [G loss: 0.814874]
[Epoch 10/200] [Batch 16/27] [D loss: 0.553444] [G loss: 1.568602]
[Epoch 10/200] [Batch 17/27] [D loss: 0.517151] [G loss: 1.566125]
[Epoch 10/200] [Batch 18/27] [D loss: 0.667217] [G loss: 0.732389]
[Epoch 10/200] [Batch 19/27] [D loss: 0.840429] [G loss: 0.523606]
[Epoch 10/200] [Batch 20/27] [D loss: 0.599820] [G loss: 0.691396]
[Epoch 10/200] [Batch 21/27] [D loss: 0.534047] [G loss: 0.948963]
[Epoch 10/200] [Batch 22/27] [D loss: 0.522093] [G loss: 1.033094]
[Epoch 10/200] [Batch 23/27] [D loss: 0.613451] [G loss: 0.867782]
[Epoch 10/200] [Batch 24/27] [D loss: 0.667556] [G loss: 0.868146]
[Epoch 10/200] [Batch 25/27] [D loss: 0.615913] [G loss: 0.773190]
[Epoch 10/200] [Batch 26/27] [D loss: 0.690462] [G loss: 0.717913]
[Epoch 11/200] [Batch 0/27] [D loss: 0.637518] [G loss: 0.882256]
[Epoch 11/200] [Batch 1/27] [D loss: 0.667786] [G loss: 0.808026]
[Epoch 11/200] [Batch 2/27] [D loss: 0.566610] [G loss: 0.880985]
[Epoch 11/200] [Batch 3/27] [D loss: 0.809463] [G loss: 0.764505]
[Epoch 11/200] [Batch 4/27] [D loss: 0.604364] [G loss: 0.815215]
[Epoch 11/200] [Batch 5/27] [D loss: 0.753964] [G loss: 0.807100]
[Epoch 11/200] [Batch 6/27] [D loss: 0.844052] [G loss: 0.764332]
[Epoch 11/200] [Batch 7/27] [D loss: 0.754446] [G loss: 0.987973]
[Epoch 11/200] [Batch 8/27] [D loss: 0.706339] [G loss: 0.668586]
[Epoch 11/200] [Batch 9/27] [D loss: 0.797831] [G loss: 0.772251]
[Epoch 11/200] [Batch 10/27] [D loss: 0.706560] [G loss: 0.675000]
[Epoch 11/200] [Batch 11/27] [D loss: 0.706322] [G loss: 0.764687]
[Epoch 11/200] [Batch 12/27] [D loss: 0.777921] [G loss: 0.691284]
[Epoch 11/200] [Batch 13/27] [D loss: 0.704704] [G loss: 0.663985]
[Epoch 11/200] [Batch 14/27] [D loss: 0.722905] [G loss: 0.631213]
[Epoch 11/200] [Batch 15/27] [D loss: 0.807155] [G loss: 0.828950]
[Epoch 11/200] [Batch 16/27] [D loss: 0.712202] [G loss: 0.730616]
[Epoch 11/200] [Batch 17/27] [D loss: 0.771649] [G loss: 0.715415]
[Epoch 11/200] [Batch 18/27] [D loss: 0.813755] [G loss: 0.783209]
[Epoch 11/200] [Batch 19/27] [D loss: 0.734577] [G loss: 0.779515]
[Epoch 11/200] [Batch 20/27] [D loss: 0.719456] [G loss: 0.830330]
[Epoch 11/200] [Batch 21/27] [D loss: 0.686251] [G loss: 0.828765]
[Epoch 11/200] [Batch 22/27] [D loss: 0.663328] [G loss: 0.765934]
[Epoch 11/200] [Batch 23/27] [D loss: 0.744170] [G loss: 0.659060]
[Epoch 11/200] [Batch 24/27] [D loss: 0.743633] [G loss: 0.671965]
[Epoch 11/200] [Batch 25/27] [D loss: 0.672659] [G loss: 0.766740]
[Epoch 11/200] [Batch 26/27] [D loss: 0.742366] [G loss: 0.772774]
[Epoch 12/200] [Batch 0/27] [D loss: 0.693238] [G loss: 0.650768]
[Epoch 12/200] [Batch 1/27] [D loss: 0.700876] [G loss: 0.731834]
[Epoch 12/200] [Batch 2/27] [D loss: 0.697398] [G loss: 0.847326]
[Epoch 12/200] [Batch 3/27] [D loss: 0.760963] [G loss: 0.753144]
[Epoch 12/200] [Batch 4/27] [D loss: 0.727047] [G loss: 0.741894]
